"class"	"text"
1	Los americanos legales son los que pagarán los problemas de los latinos inmigrantes ilegales
0	los bts llegaron primero que yo a la onu, chale :(
0	Los cubanos solo actúan en áreas de alto riesgo de contagio : en la entrada toman la temperatura y dan gel, además se les proporciona todo tipo de accesorios de protección, (de los buenos, no los que compro Ebrad) Los Dres mexicanos atiende solo a intubado , y terapia intensiva
1	Los cubanos, han operando en México con impunidad TOTAL. Han utilizado: Al Narco como arma en Contra de EUA; a grupos guerrilleros, Grupos Armados del Narco en Contra de México AFECTANDO la seguridad Nacional BINACIONAL MEX-EUA. @VP @lopezobrador_ @adan_augusto @AlmiranteSrio
0	Los emigrantes mexicanos son víctimas de su país primero y de Estados Unidos después:México sólo se acuerda de ellos cuando los madrea Trump
0	Los gobernantes del istmo deberían reencauzar su actuar, duele en el tercer mundo el ver que El Niño hondureño con parálisis debe emigrar a buscar mejores condiciones de vida.
0	Los Golfeados venezolanos son tan deliciosos que se comen todos los días..me recuerdan lo dulce de mi segunda familia y de esa gente linda que ahora es paria. Habría que tomar lecciones de cómo destrozar un país y su gente, 101. Y acá nadie escucha.. https://t.co/qVy73agEW3
1	Los haitianos llegaron para ponerse a jalar sin necesidad de enojarse   Los chiriguillos quieren que les pongas casa si los contratas
1	Los Haitianos no llegaron a Tijuana por gusto,su destino final siempre fue  USA, ahora trabajan en el comercio informal sin pagar impuestos, usan  Mexico como trampolin, lo mismo pasara con la Caravana estaran en las calles vendiendo o limpiando carros.  #NoALaCaravanaMigrante
1	Los ILEGALES que no migrantes,deben ser regresados al Suchiate,Estados Unidos debe cancelar las garitas,hasta que los ILEGALES sean regresados.
1	Los ilegales son un grave problema.  Debemos regresarlos a todos a sus países de origen.
1	Los inmigrantes ilegales serán detenidos y deportados. El programa #CatchAndRelease deja de estar en operación.
1	Los invito a leer este texto de mi madre que radica en Tijuana y que se ha visto, como muchos más que vivimos aquí en la frontera, afectada con el tema de lo migrantes que han llegado exigiendo todo sin hacer nada.   https://t.co/fM7y78R1P4
0	Los logros en  3x1 para migrantes,han sido posibles gracias a la forma compartida de trabajo de los 3 niveles de Gob.@EPN @LuisEMirandaN https://t.co/qsW3w4kS4S
1	Los médicos cubanos no cumplen con los conocimientos necesarios para ejercer en Mexico y deja sin empleo a médicos nacionales pero cómo dice @lopezobrador_ pero no dicen mentiras.
1	Los médicos cubanos no vienen a México por motivos de salud, sino por motivos políticos. De paso, el discurso gubernamental estigmatiza a las y los mexicanos que se dedican a esta noble profesión. Chequen este vídeo de @DraAnaCeci
1	Los médicos cubanos no vienen a México por motivos de salud, sino por motivos políticos. De paso, el discurso gubernamental estigmatiza a las y los mexicanos que se dedican a esta noble profesión. Chequen este vídeo de @DraAnaCeci https://t.co/GJBmMLnEtO
0	Los médicos cubanos sólo reciben migajas del gobierno cubano, ése dinero no es para ellos es para la dictadura cubana
0	Los mexicanos se quieren pasar de listos en EU, dice diputada de Zacatecas que apoya a Trump https://t.co/oXXlFn497D vía @Pajaropolitico
0	Los migrantes “delincuentes” burlándose y golpeando a las autoridades mexicanas, somos una burla de todos en todo!
0	Los migrantes centroamericanos enfrentan distintos problemas que son huellas que dejan marca, importante no tratarlos como delincuentes. https://t.co/F6cVXlngPR
0	Los migrantes centroamericanos huyen de los maras; son personas que no serán Bad hombres Recompensa: Violación de sus derechos humanos.
1	LOS MIGRANTES ESTÁN VIOLANDO NUESTRA SOBERANÍA AL ENTRAR A LA FUERZA AL PAÍS Y EL GOBIERNO NO HACE NADA POR DETENERLOS
0	Los migrantes mexicanos regresados de EU por falta de papeles se sienten tristes al regresar a MX, que los obligó a irse y abandona ahora.
1	Los migrantes ya son grandecitos y se pueden defender sólos, esto no lo debe de llevar en la agenda la Presidencia de México
1	Los noticieros sólo muestran niños y mujeres en la #HonduranCaravan #HondurasHorde En su paso se suman a ella criminales de todas las categorías de diferentes países en búsqueda de impunidad. @realDonaldTrump y @CIA .@FBI ya los tienen identificados. @CaracolTV
0	Los PANistas oooootra vez obsesionados con los médicos cubanos Y LO DE SALAMANCA? Neta que ya se pongan a trabajar
0	Los pobres pintábamos una hoja de máquina con crayolas de colores y le poníamos chinola negra encima, esperábamos a que se secara y dibujábamos con la uña o un alfiler y listo, ART ATTACK, ni Rui Torres.
0	Los que dicen  ya no se puede hacer humor negro  es porque el humor negro ahora va hacia ellos.
0	Los que no se cansan de polarizar entre pueblo y fifis dándose vida de dictador nicaragüense o cubano cualquiera. Lo que es malo para el pueblo es soñar con poder tener lo mismo. Por eso nos quieren jodidos, para repartir croquetas mientras se dan sus lujos de  fifi .
0	Los que se quejan de que lo que dice Trump fomenta el odio a los migrantes mexicanos legales no entienden nada.
1	Los riesgos de los migrantes ilegales en la frontera México-EEUU - https://t.co/fT8Sl9uTJZ vía @Guatevision_tv
0	Los siete decanos que votaron contra la jefa del MP fueron los de las universidades Mariano Gálvez, Mesoamericana, Marroquín, Landívar, Rural, Regional y Da Vinci. Grandes guatemaltecos quisieron heredarles casas de estudios libres e independientes, a estos hoy vendepatrias. https://t.co/qg8VoC18mm
1	Los Tijuanenses no pagarán la estancia de los migrantes, no voy a endeudar a #Tijuana como no lo he hecho en los últimos dos años. Estamos en una crisis humanitaria y el gobierno federal se debe de responsabilizar!!!https://t.co/deCCoqLMcD
0	Los venezolanos está bien reatudos, este que me cogió está delicioso!!
0	Los venezolanos estan lindos, los colombianos también pero mis príncipes aztecas descendientes de Cuauhtémoc están bien pinches sabrosos ?????? #ConsumeLocal
0	Los venezolanos juntan 1000 músicos para formar la orquesta más grande del mundo. Disfruten:
0	Los venezolanos que no viven en USA deben de respetar . Este país no es la República bananera en la que crecimos
0	Los venezolanos también son hermanos de los mexicanos, lástima que nos gobiernen semejantes basuras @NicolasMaduro y @lopezobrador_.
0	Luiselli le da voz a niños migrantes   https://t.co/gU3o0YF7k7
0	Luisito desinforma ! Compro una casa en Venezuela, y no critico eso; cada quien hace con su dinero lo que le plazca. El problema es que desinforma y matiza respecto a cuestiones que afectan a millones de venezolanos.   Dejen de hacer famosos a gente pendeja !!!!!!
0	Madafaka venezolano ?? #YoDefiendoAlINE ??????
0	Maestros del SNTE se comprometen a defender derechos de migrantes | vía @123Velazquez https://t.co/lr6WFHsNkn
1	Malandros hondureños maras Salvatrucha salvadoreños  Llegando a México 🇲🇽 para abusar sexualmente de nosotros los pasivos #InmigrantesHondureños https://t.co/JFLXMoa4Dz
1	Malandros hondureños maras Salvatrucha salvadoreños inmigrantes en busca de pasarse al otro lado pero a su paso por México 🇲🇽 hacen de las suyas https://t.co/XClXBLs8E7
1	Malandros hondureños maras Salvatrucha salvadoreños inmigrantes no sabría que hacer en caso de que uno de ellos me intentará violar 😱 . . . #inmigranteshondureños https://t.co/EAlcfjvLoT
1	Malandros hondureños maras Salvatrucha salvadoreños inmigrantes que solo buscan violar a nuestros pasivos 🍑 #CaravanaDeMigrantes https://t.co/vjvxye9WJ1
1	Maldito Liberalismo, no entienden que ese camino es el equivocado, igual que los +20 millones de Mexicanos en el extranjero y principalmente en el imperialista país de US. Por eso Mx con la #4taTransformacion, vamos a instaurar el Socialismo igual que en Venezuela ahí les vamos
1	Malditos migrantes que obligan a los cándidos liberales a sacar al Trump que vanamente tratan de esconder bajo la alfombra.  ¡Oh, generosos liberales! ¡Oh, liberalismo tan humanista!  Hail Führer!  #CaravanaMigrante
1	Mándales tu dirección y recíbelos en tu casa, todos sabemos que no van a entrar a USA y se van a quedar en Mexico, pregunten e investiguen cómo están en Peru y Chile por ejemplo, por ser “humanitarios” y recibir a manos llenas caravanas de migrantes, esto solo apenas comienza
0	Mano negra del gobierno federal? Q abuso
0	Marchando vamos a espabilar a @EPN p detener las acciones xenófobas de Trump? se ha mostrado servil e incapaz, ya dio todo lo que podía dar. https://t.co/oq43QBPGEg
0	Martín es ese #migrante que que se ha traído los ingredientes de cada lugar de donde nacen sus #recuerdos. Su proyecto de #vida se ha fraguado en esa experiencia personal del hecho migratorio y de las #desigualdades que genera según de dónde eres.  . https://t.co/tNuL7xl62i
0	Más agentes en frontera de Texas por más migrantes detenidos https://t.co/kkZ82V9oUV https://t.co/UnFJFQa0JH
1	Más familias de migrantes con una casa en Puebla gracias a @habvita  #construyeentutierra @Conavi_mx @IME_SRE https://t.co/rI9Owuiqu7
1	Más que invasivo 👎🏼
1	Más ridículo pensar que los Derechos Humanos están por encima de la soberanía de un país
1	Mas si osare un extraño enemigo profanar con su planta tu suelo, piensa ¡Oh Patria querida! que el cielo un soldado en cada hijo te dio. Mexico no esta para recibir gente y prometer el empleo que los mexicanos no tienen… #NoALaCaravanaMigrante
1	Mas si osare un extraño enemigo profanar con sus plantas tu suelo . Bien hecho!! Lo que menos necesita México es miles de delincuentes robando en su paso a los EU.
1	Más súmale los 255 mdp de los “médicos cubanos”
0	Me acaban de agregar al grupo de WhatsApp de mi nueva chamba, hay gente de todos lados y no podían faltar los venezolanos??que bonito! Ahora discuten el origen de la arepa con los colombianos!
0	Me acabo de enterar, aunque todavía es chisme, que Marcelo Ebrard le pedirá asesoría al gobierno japonés en materia de migración. ¿Sabrá que Japón atraviesa problemas de población, entre otros factores, justo por cerrarse al tema de los migrantes o tendrá otros datos?
0	Me acorde de unas conocidas que apadrinaron un niño haitiano y con los de aquí siendo unas basuras
1	Me cae bien esta pagina y sus ilustraciones pero los ejemplos que pone son muy fuera de lugar y el hecho de que tengamos familiares migrantes no quiere decir que estemos a favor...
1	Me carga la chingada...  #CaravanaMigrante https://t.co/cW4EOPWtze
1	Me da más coraje que le regale dinero a los ninis, a los centroamericanos , a los cubanos ...y deje morir a los niños mexicanos con Cáncer ????????????????
1	Me encontré a un grupo de hondureños y me preguntaron por la Bestia, les empecé a contar de ti,de que te amaba con locura y como me fallaste. Todos me abrazaron, lloramos, el más afeminado me robó la cartera pero creo que ése no era hondureño, creo que le iba a las chivas.😡
1	Me enteré de que varios integrantes de la caravana migrante están inconformes con la comida que se les donó, y ahora están exigiendo platillos a su gusto jajajajaja. Obvio no todos son así ¿pero neta cómo es posible que unos tantos lleguen a exigir e incluso rechacen donativos?
0	Me está encantando #OrangeIsTheNewBlack, muestra un poco de lo que pasan nuestros hermanas migrantes en #EUA. https://t.co/sHkSYDxpw5
1	Me estás aceptando que las condiciones son malas, qué hay que mejorarlas, sus promesas de campaña, en lugar de hacerlo le quiere dar empleo a ilegales.
0	Me estoy haciendo adicto al café negro
1	Me gustaría q ante la aparicion en India del brote d encefalitis aguda, AAMLO  practicara la VISION. Desconozco el numero d migrantes  d este país o si los hay, pero es muy buena oportunidad p pensar en tener control sanitario antes d permitir su entrada a libre albedrío.
1	Me gustaría saber cómo actúan las personas como tú cuando ven a un hondureño pidiendo dinero en las calles :) entiendo de sobra todo el contexto, tengo familiares migrantes pero no hay que jugarle al tonto, son situaciones muy diferentes, México no puede ni con los nacionales.
1	Me informan que algo sucede con el puente  internacional  de Laredo, al parecer por migrantes que pretenden ingresar a USA.  revisen los puentes y su tránsito  antes de viajar a la frontera.
0	Me llena de tristeza ver a gente hablar de forma despectiva de migrantes. Es evidente que nunca han estado cerca ni han tenido que vivir nada parecido a lo que ellxs. Tantas cosas positivas para las que podemos usar nuestros privilegios y ustedes deciden quejarse. Chale.
1	Me lleva....🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ Si la sra. @M_OlgaSCordero  no sabe cómo llegaron o por dónde pasaron  144 mil migrantes....... ¡¡¡¡¡¡¡HOUSTON TENEMOS UN PROBLEMA!!!!!!!
1	Me parece adecuado que la PF actúe así si los migrantes están agrediendo y afectando nuestra soberanía #NoCaravanaMigrante
1	Me parece excelente que detengan el flujo de migrantes del sur y norte de Mexico. Depórtenlos ALV 🤬🤬
1	Me parece mejor idea traer medicinas para niños con cáncer, que médicos cubanos. Nuestros niños se están muriendo por falta de medicinas y López prefiere pagar a Cuba por personal de indoctrinamiento. No estoy de acuerdo.
1	Me parece ridícula la gente que está dándose baños de pureza defendiendo el ingreso de los migrantes ilegales hondureños a México, se sienten moralmente superiores por dar una opinión políticamente correcta en Twitter 🤣🤣🤣 #Patético #CaravanaMigrantes
1	me podría proporcionar su dirección para establecer su domicilio como centro de ayuda al migrante y dar hospedaje mientras pasa la #CaravanaMigrante, en caso muy remoto que el migrante le guste su casa y quiera vivir en ella le garantizamos que trabajara y no robará
0	Me preparas una cubana y me haces el escudo del @ClubAmerica en el pecho por favor ??? https://t.co/pp67umeUAn
0	Me subí al tren del mame, ahora soy parte los oprimidos... Mujer, negra y mexicana ????????????????? https://t.co/KBPRH6EHci
1	Me uno a un #NoalaCaravanaMigrante y no es por ser racista, o algo por el estilo. En la CDMX hay bandas de hondureños robando o secuestrando, no somos quienes para albergar si entre nosotros no nos ayudamos primero. Dicen que el buen juez por su casa empieza.
0	Mediante una inspección realizada con #RayosX, elementos de la División de Inteligencia de la Policía Federal detectaron, en una carretera de Zacatecas dentro de un camión a un grupo de #migrantes centroamericanos que pretendía llegar a la frontera norte. https://t.co/GPtljgG8vu
0	Mediante una inspección realizada con #RayosX, elementos de la División de Inteligencia de la Policía Federal detectaron, en una carretera de Zacatecas dentro de un camión a un grupo de #migrantes centroamericanos que pretendía llegar a la frontera norte. https://t.co/drBJABWjKl
0	Médico cubano... https://t.co/mD6wN1NK3Z
0	Médicos OGTs Mexicanos..no les Gusta la provincia Y menos la Sierra Bienvenidos Médicos cubanos
0	Medidas que inclusive ayudarán a salvaguardar a los migrantes
1	Mejor atendidos los #migrantes qué los nuestros, por estas cosas no avanzamos.
1	Mejor hubiesen venido con los emigrantes hondureños y hasta dinero les darian !!!
1	Mejor llévatela a tu casa y mantenemos ahí No...no estoy de acuerdo #PrimeroLosMexicanos Entienda...mejor ayuda a Miles de mexicanos pobres,que si necesitan de nosotros Qué ellos se las arreglen con sus gobiernos que nosotros tenemos suficiente con lo que aquí hay!!
0	mención honorífica a todos los que genuinamente creyeron que traía el cabello pintado negro, cefdd me saqué los genes foliculares de mi apá y no me saldrán canas tampoco https://t.co/VhM9UZVHX2
1	Menos frontera norte, más frontera sur.  #MigrantCaravan #migrantes
1	mera que tú haces mirando inmigrantes en ese desierto ? con el rifle jajajajaj
1	Mercenarios, digo #migrantes, de López insultan a #México: https://t.co/GKbkEV58BH.
0	Mexicano le das buena vida a los migrantes que pasan por el territorio nacional?
0	Mexicanos fingen ser migrantes para pedir limosna, asegura delegado del INM - https://t.co/mrKXsRsvLw vía @JornadaSanLuis
0	Mexicanos toman las calles para exigir a @realDonaldTrump respeto a los derechos de los migrantes https://t.co/4esYhgxeOe
1	Mexicanos: Hoy en Chiapas inicia el gobierno de la 4T a entregar dinero de nuestros impuestos a los inmigrantes  centroamericanos y africanos.
1	MEXICO : Lo que se Sabia que iba a pasar los  HONDUREÑOS @caravanaemigrantes  Toman las principales Avenidas de CDMEX  y Marchan en Protesta hacia la @ONU_es  exigiendo Autobuses que los Lleven a la Frontera .TENDRA RAZON @realDonaldTrump EN NO DEJARLOS ENTRAR A SU PAIS USA.
1	México cede a la presión de Donald Trump. No habrá aranceles pero si habrá inmigrantes pagados y subsidiados con nuestros impuestos. Transformación de cuarta!.
1	MÉXICO como traspatio de USA Ahora, tercer país seguro para atender migrantes.  #MeDuelesMexico https://t.co/BVGhu0uH6E
1	México debe militarizar sus fronteras. #CaravanaMigrante
1	México debería deportar a todos esos migrantes #FueraCaravanaMigrante #NoAlPactoMigratorioDeLaONU
0	México deporta a 91 migrantes cubanos: https://t.co/HXZyyLZLIL vía @14ymedio
1	México deporta a 98 migrantes por violencia en frontera en Tijuana https://t.co/3H6RyO7urE vía @vanguardiamx
1	México en los Alpes: la migración francesa https://t.co/lK7VTuchUj
1	Mexico es un pais solidario pero te agarraron de boludo #CarabanaMigrante #Caravanahondurena #FueraCaravanaMigrante
0	México exige y ofrece respeto consulados serán defensorias de migrantes Enrique Peña Nieto @EPN vía @AztecaNoticias Cuernavaca Morelos https://t.co/tgY0r9omXz
1	México firma pacto migratorio con Centro América  Se quedan en sus países! https://t.co/4DqMmIQG4P  @MerEspaillat @ElNacionalRD @sangreduartista @chamonytejada @ChefBaez @FFELIPEROMERO @PuebloExigeRD @OsvaldoNelsonHd @respatnac @rasecpuello25 @Bucanerocosta76 @Pancakes_Jesus
1	México iba bien!! Necesitábamos Seguridad, Auditorías y castigar a los Corruptos.  NO se necesitaba un cambio de Régimen, Una transformación , Regalar Dinero, Aceptar migrantes,  Ir en contra de la Ciencia, Tecnología, El estudio, etc.,etc.....POR ESTO VOTARON????
0	México libre, soberano y autosuficiente. #MexicoUnidoYFuerte , los migrantes no están solos. https://t.co/VHnL8EuKxd. @MigranteGto
1	Mexico no debe permitir el ingreso de tantos migrantes, si queremos ayudar, los podemos ayudar en su propio país. Este país es y será de mexicanos
1	México no es Estados Unidos y aquí ya hay muchos problemas como para seguir recibiendo ilegales
0	México no es López Obrador México no apoya dictadores cubanos  #LopezNoMeRepresenta   #MexicoSinCanel  #FueraCanelDeMexico   @lopezobrador_  @m_ebrard  @France24_es  @dw_espanol @CNNEE
1	México no es pollero de nadie, Ramos. Lo que si debe hacer es deportar inmediatamente a estos extraños enemigos.
1	México no esta preparado legal, materialmente y financieramente para aceptar a más de cinco mil migrantes de centro américa, Tump utiliza a México como el patio trasero para albergar , darles comida, alojamiento y legalizar su situación migratoria grave pendejada.
1	México NO está preparado para recibir a miles de indocumentados. Debemos generar más y mejores empleos para los compatriotas que se van a buscar otras oportunidades y al mismo tiempo controlar la frontera sur. ¿Desde cuándo la inmigración ilegal es virtuosa?
1	México no le cierra las puertas a nadie, el problema es la violación a la soberanía nacional
1	MEXICO no solventará  necesidades de extranjeros ilegales, basta de hablar de humanidades! Es hora de ver la realidad y retomar a toda costa el valor de nuestra soberanía, sobre este pueblo migrante ajeno a nuestro país! Exigimos su deportación inmediata! #NoCaravanaMigrante
1	México respeta el derecho de los seres humanos de emigrar; sin embargo, como cualquier país soberano, no permitirá el ingreso violento a nuestro país, porque atenta contra nuestra soberanía.. y la seguridad de quienes viajan en la #CaravanaMigrante ????
1	México será tercer país seguro, Estados Unidos nos va a mandar a todos los migrantes, vivirán aquí y tendremos que darles trabajo, casa, comida, etc. Viene una tragedia para nuestro país. No puedo creer que haya gente que celebra esto.   #LópezNOesMéxico
1	México tiene 50 millones de pobres y muchos en miseria absoluta y aun quieren que recibamos con los brazos abiertos a pobres de otros países, esto debe de ser una mala broma
0	México tiene la red consular más grande en Estados Unidos para apoyar a comunidades migrantes: Julián Escutia | Enfoque Noticias https://t.co/GphaGTXliA
1	México tiene muchos problemas de violencia, delincuencia organizada, desigualdades económicas, problemas alimenticios y para colmo estamos cargando con problemas de migrantes de centroamérica, haciéndole el trabajo sucio a gobierno de Trump, inaceptable.
0	México vigila y atiende a la caravana de madres centroamericanas https://t.co/cBcH62ho0x
0	México y Centroamérica aúnan esfuerzos para velar por los migrantes en EE.UU. - https://t.co/uixZI6JSEk #NoticiasELDICTAMEN https://t.co/FnMWJxkVj4
1	México, no tiene las características de paz y no violencia, por ello es un problema para intentar hacer Mexico un santuario de inmigrantes, cuando México genera inmigrantes ilegales, no tiene la condiciones para recibir inmigrantes de Suramérica y de centroamérica
1	MÉXICO/ FUERZAS FEDERALES SIGUEN A CARAVANA DE MIGRANTES ILEGALES https://t.co/v9W8xVoSll vía @YouTube
0	México: tengamos madre, apoyemos a nuestros hermanos migrantes de Centroamérica. No hagamos lo que nos hacen (o peor).
1	Mi  comentario #DatoDuro  Los migrantes exigen transporte!  Nos acompañan en @EnEnlace  Hits 95.9 FM  con @miguelpuertolas y @sofia_negrete  @MMRadio https://t.co/29qqg5Jasw
1	Mi abuelo llegó hace años de Japón a México en tiempos de guerra, tiempos complicados, tiempos de bombas. Él y mi abuela prosperaron poco a poco y a pesar de no tener mucho, sus hijos estudiaron y trabajaron; no le hicieron daño a MX, le aportaron y enseñaron #CaravanaDelMigrante
0	Mi agradecimiento y reconocimiento a la comunidad del cenicero, en la búsqueda del cuerpo, del migrante guatemalteco que se ahogó.
0	Mi beso como los reyes magos. El tercero es negro ??
1	Mi espíritu conservador no apoya la #CaravanaMigrante, ya sé que está mal pero hay medios para salir de tu país y no es tanto pedo sólo hueva de hacerlo
0	Mi flash negro ?? ?? https://t.co/DnheJeGRgi
0	Mi MÉXICO mágico en donde a la #OposicionMoralmenteDerrotada prefiere la guerra, esa que tiene en jaque al planeta, están que no los aguanta nadie por no enviar armas a Ucrania, pero están enojadisimos porque traen médicos cubanos, de los mejores del planeta! #LaHipotenusa
0	Mi novia es enfermera del IMSS ayer estábamos conversando sobre los médicos cubanos y de muchas cosas más en cuanto a los servicios de salud se refiere. Yo le pregunte sobre el problema de la falta de medicamentos y material en la clínica donde ella trabaja ...??
0	Mientras más digamos que no traigan al comunista cubano, más se emperra en traerlo el simulacro de dictador que tenemos por presidente, es una verdadera estupidez #CanelMexicoTeRepudia
0	Mientras tanto el gobierno mexicano trata como delincuentes a los migrantes https://t.co/QivBhYqUoF
0	Mientras tanto en El Salvador, #López,  doblará ayuda monetario a esa país centroamericano, con nuestros impuestos ???????  #LopezTraidorALaPatria https://t.co/K8ODGBTu6U
0	Mientras Trump cierra sus puertas, Londres invita a migrantes mexicanos  https://t.co/hy9MPxJE90
0	Mientras unos ven negocio, en Estados Unidos no apoyan el muro de Trump, ni la deportación de inmigrantes https://t.co/lmsjPsQHai #Contra
0	Mientras unos y otros siguen tirándose los platos en redes por lo que unos y otros consideran correcto/incorrecto, miles de guatemaltecos honrados salen a trabajar esperando regresar a sus casas con los recursos necesarios para darle sustento a sus familias. No más confrontación!
1	MIGRACION no es igual que ILEGALIDAD, obviamente si viviera donde vives yo tambien quisiera irme de ahi, pero hay que hacerlo siempre con la ley , NADA JUSTIFICA LA ILEGALIDAD #NoCaravanaMigrante
0	Migración un fenómeno que se da en todo el planeta y en todos los países https://t.co/iBxCcMksyc
1	Migraciones financiadas por el filántropo George Soros y otros jazaros
0	Migrante llora con su hijo ante Guardia Nacional; foto se hace viral https://t.co/OBjnacbxtH vía @El_Universal_Mx
0	Migrante se suicida en Tijuana tras ser deportado de EU https://t.co/ZlaF33TX9J vía @record_mexico
0	Migrantes aceleran su travesía para ganarle al muro de Trump  https://t.co/4W9gAfrQuw
0	Migrantes Diagnóstico Retorno con derechos Marco Antonio Castillo, Acción Migrante. https://t.co/YE5XaNMAo9
0	Migrantes en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/L4pdCanHd4 #insurgente  #SabesQueEsLuchona
0	Migrantes en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/Mj1zYtLaqW #insurgnte  #FelizMartes
0	Migrantes en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/OMeFMHfmGM  #Concachampions #insurgente
0	Migrantes en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/pFhPGD7emK #elinsurgente  #FelizLunes
0	Migrantes en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/v4vgPtp0lD #insurgente  #LOOP
0	Migrantes en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/WMBmm26wth #insurgente  #YoConfieso
1	Migrantes en EU ganan hasta seis veces mas que un profesionista en Mexico https://t.co/XsLzPWHaMB #insurgente  #YoConfieso
1	migrantes exigen ropa exclusiva de zara temporada invierno 2018
1	migrantes exigen ropa exclusiva de zara temporada invierno 2018
1	Migrantes hondureños se ponen exigentes, sin buses no nos vamos de México https://t.co/Tj4z44NT2T
1	Migrantes indocumentados y miembros de maras no serán empleados,... https://t.co/MZa5soqWeU
1	Migrantes obstruyendo la carretera Puebla - Mexico @CAPUFE @PoliciaFedMx antes de llegar a San Martin Texmelican.  Todos sobre los carriles dejando pasar sólo en 1 a cambio de dinero.  #CaravanaMigranteEnPuebla #CarabanaMigrante #nopasanada decían, dejenlos venir, decian.
0	Migrantes piden a gritos que los dejen salir de albergue en frontera sur de México https://t.co/e0iKISv5FJ
1	migrantes piden ya no dormir en en el piso y exigen al gobierno casas en chipinque
1	Migrantes que no cumplan con la ley en NL serán detenidos y llevados al INM, dice El Bronco https://t.co/0Ilv0FdFtF
1	Migrantes roban mercancía a comerciantes del mercado en Ciudad Hidalgo #Chiapas
0	Migrantes sin acceso a salud por redadas: Médicos Sin Fronteras https://t.co/J9PBrrNNG5 https://t.co/7t5j2Mpdf6
1	Migrantes ya hay en todos lados. Se han vuelto prepotentes, groseros, exigentes mal enjetados y agresivos. Quiero verlos ahora con protección.
1	Migrar es un derecho y los derechos conllevan obligaciones y responsabilidades. No confundan. #NoALaCaravanaMigrante
1	Miles de personas en pobreza extrema, miles de migrantes, más gente pobre requiriendo servicios de SALUD con programas sociales como Progresa eliminado y q daba apoyo a gente vulnerable, doctores que quedaron sin trabajo. Seguro popular sin medicinas, Imss sin recursos,....
1	Millones de mxs emigran por miseria, desempleo, inseguridad y el gobierno ofrece a migrantes empleo, educación, salud, etc ES INACEPTABLE. Solo @lopezobrador_ es sensato, propone mega plan desarrollo para sur Mx y C. América con dinero EU, Can, y Mx.
1	Min de Salud misma estrategia Piñera. Está en problemas x falta de probidad y recurre...  A quién? a los migrantes!
0	Mind y’all the Wolves were up damn near double digits the whole damn game. These negros folded like a lawn chair in the 3rd and 4th quarter
1	MIRA LOPEZ OBRADOR NO SOMOS MIGRANTES SOMOS MEXICANOS DEJA TRABAJAR
1	Miren @concienciaradio @crnalexander, @jorgeramosnews Y siguen haciendo de las suyas algunos de los migrantes, defendieron a los marihuanos y lesionaron a un policía. Y así quieren que los traten bien #FueraCaravanaMigrante #CaravanaMigrantes #CaravanaDeMigrantes
0	Mis besos son como los reyes magos, el tercero es negro.
1	Mis impuestos para que otros que ni son Méxicanos la gozen a estos invasores, así no es. Gobierno de #Peña más pobres
0	Mis mañanas son mejores con mi café negro con canela... ccp @mamiculishi @Wonder_Lilly8 @sullenprincess
1	Mis pejendejos ineptos de la Tde4a, ¿acaso esa convocatoria de plazas no deberían estar publicadas? ¿Porque prepararlas para  el martes ? Entonces ¿de donde saca informacion el pejendijente sobre el numero de plazas que faltan? CINICOS, Traicionan a la patria al traer cubanos.
0	Mmm...Recuerdo algunos comentarios donde se quejaban porque México donó dinero a El Salvador para ayudar a solucionar el problema de migración; ya me imagino a los japoneses quejándose de que su gobierno dió dinero para ayudar a solucionar un problema que ni siquiera les afecta.
0	Mochilas para los migrantes una iniciativa de la Brigada para leer en libertad, todavía pueden… https://t.co/bUe98e1RAF
1	Momento del despertar sexual en el consultorio: Las noticias hablando sobre la comunidad #LGBT en la #CaravanaDeMigrantes una niña a su mamá ¿que es eso? ¿Que es #LGBT ? La mamá se está haciendo tonta y no le quiere contestar 😬😬
0	Monterrey está lleno de gente que vive en las calles y son ignoradas. Pero basta que uno de ellos sea negro y norteamericano para que se vuelva viral y lo  quieran ayudar .
1	MORENA A QUIEN Sirves  ? A tus socios del PRI , a los de Cuba y Venezuela, al Foro de São Paulo, A SOROS , a Rusia , a Pueblos sin fronteras ( migraciones ) o a quien da  MAS ?? Porque a Mexico no parece ser ...
1	Morena no tiene recursos para transporte de migrantes: Polevnsky https://t.co/LpgK29tO8s vía @politicomx
0	MOS Emprende Acciones a Favor de Migrantes en California https://t.co/19yyeUJZcO https://t.co/09XDFIBOI2
0	Mucha, que preocupante ver a tanta JOVEN (20s-30s) siendo tan homofóbica/transfóbica y retrógrada. Justo cuando pienso que la sociedad conservadora guatemalteca está cambiando y se está extinguiendo, veo que estoy MUY equivocado.
0	Muchas ideas para insertar en 🇲🇽 a los migrantes que regresan: certificarlos, revalidar estudios,aprovechar sus habilidades: @EuniceRendon
